ID,text,Qatar Related,Geography,Politics & Conflict,Health & Wellbeing,Science,Sports,fold
7Nr1UWhAislLSBie,"الجزائر (CNN) -- أماط المدير الفني للمنتخب الجزائري، البوسني ""وحيد حليلوزيتش"" اللثام عن قائمة 30 لاعب التي سينتقل بها إلى البرازيل لخوض غمار نهائيات كأس العالم المقرر بداية شهر يونيو/حزيران المقبل، مقصيا من قائمته مهاجم نادي ""إنتير ميلان"" السابق إسحاق بلفوضيل، والمهاجم الواعد زين الدين فرحات، بينما أعاد دعوة صانع ألعاب نادي ""باستيا"" الفرنسي رياض بودبوز، ووجه دعوته لأول مرة إلى لاعب نادي ""لستر سيتي"" الإنجليزي رياض محرز. على أن يكشف عن القائمة النهائية في الأول من يونيو/ حزيران القادم خلال تربص ""الخضر"" بسويسرا.
ولم تحمل القائمة التي أعلن عنها المدرب وحيد حليلوزيتش مفاجآت كبيرة مثلما كان يتوقعها الشارع الكروي الجزائري، حيث جدد ثقته تقريبا في نفس العناصر التي قادت الجزائر إلى التأهل إلى كأس العالم، والتي شاركت في نهائيات كأس أفريقيا الأخيرة بجنوب أفريقيا.
حليلوزيتش وخلال ندوة صحفية عقدها الإثنين بمركز ""سيدي موسى"" بالعاصمة قال إن :""اللاعبين المعفيين نالو برنامج ولن يستفيدو من العطلة حتى 2 يونيو/حزيران لامكانية استدعائهم في حالة إصابة أحد اللاعبين خلال معسكر سوسيرا""، موضحا عن إصابة مهاجم بنفيكا البرتغالي نبيل غيلاس بالقول :""غيلاس سيفصل طبيب المنتخب في مشاركته من عدمها، وفي حال ثبوت عدم قدرته على اللحاق بنا سنعوضه بلاعب ""ليفورنو"" الإيطالي اسحاق بلفوضيل"".
وعن أهداف المنتخب في مونديال البرازيل قال المدرب البوسني :""سنسعى لتحقيق أحسن مشوار للمنتخب الجزائري وتقديم دورة كبيرة ننسي بها منتخب 1982""، وواصل قائلا :""الجزائر ستلعب بدون ضغط لأننا نعتبر المنتخب الأصغر في المجموعة الثامنة، كما أصبح لدينا منتخب يفوز خارج الديار وهذا يدل على التطور الهائل وسط المنتخب، وهذا نتيجة العمل الكبير الذي نقوم به وليس صدفة""، وبخصوص اللقاءات الودية لم يخف حليلوزيتش رغبته في إجراء مباراة ثالثة خلال الفترة القادمة، بعد كل من أرمينيا 30 مايو/أيار، ورومانيا يوم 4 يونيو/حزيران، حيث قال :""من المحتمل أن نلعب مباراة يوم 11 يونيو/حزيران أمام منتخب نيجيريا""، هذا وكانت الاتحادية الجزائرية قد دخلت في مفاوضات مع منتخبات الهندوراس وكوستاريكا.
وفيما يخص مصير حليلوزيتش بعد المونديال، خاصة وأن روراوة كان قد تحدث مع عدة مدربين أبرزهم الفرنسي ""غوركوف"" لخلافة حليلوزيتش، فرد هذا الأخير :""روراوة شخص يفهم كرة القدم وقد قدم لي عرض لتمديد عقدي مع المنتخب إلى مونديال قطر 2022، ولكن حالا لا أريد اتخاذ قرار تمديد عقدي أو الرحيل، بل أفضل أن يكون ذلك بعد نهائيات كأس العالم التي سأحاول خلالها تحقيق نتائج جيدة بالشجاعة والرغبة في الفوز التي ستكون للمجموعة التي أملكها"" مضيفا في نفس الإطار بالقول :""هناك أسباب عائلية قد تدفعني للرحيل وعدم مواصلة مشواري مع الجزائر"".
وبدا المدرب البوسني جد متأثر بالانتقادات اللاذعة التي وجهتها له الصحافة الجزائرية في المدة الأخيرة، لدرجة ذرف فيها الندوة الصحفية الدموع، وهو يقول :""لقد نسيتم كل ما قدمته للجزائر ونسيتم أيضا أنني وجدت فريقا منهارا ومنتهي الصلاحية.. أتقبل كل الانتقادات إلا أن يقال عني سارق.. المشكل أنكم تريدون تحقيق كل شيء بسرعة، أنتم تريدون الوصول لنهائي كأس العالم وهذا مباشرة بعد هزيمة برباعية كاملة"".
وعرج بعدها حليلوزيتش للحديث عن اللاعبين وخياراته بخصوص القائمة التي أعدها ليقول :""بالنسبة لي هذه هي أحسن قائمة للاعبين التي استطيع اختيارها، فحالات اللاعبين من ناحية المشاركة تختلف من لاعب إلى آخر، لقد استدعيت الكثير من اللاعبين ولكن هذا الموجود وأنا اخترت الاحسن بعد دراسة كل النواحي، بالنسبة لفؤاد قادير فهو يعاني من الناحية البدنية ولكن هذا ليس كل شيء فاللاعب قد يعاني من الناحية العائلية ويجب أخذ هذا الأمر بعين الاعتبار، وهذا ما يوضح أنني على علم بكل صغيرة وكبيرة تخص اللاعبين ومن كل النواحي، وفيما يخص حالة رفيق جبور ودعوتي له فقد كانت لديه العديد من المشاكل ولكنه يبقى عنصر مهم جدا خاصة من ناحية التعامل والاتصال مع زملائه، في بعض المرات نحتاج للاعبين مهمين ليس فقط من ناحية المستوى ولكن من نواحي أخرى"".
وقد جاءت القائمة الإسمية لمحاربي الصحراء التي ستنتقل أولا لخوض معسكر مغلق بسويسرا قبل أن تشد الرحال إلى البرازيل على النحو التالي:
حراس المرمى: مبولحي، زماموش، دوخة، سيدريك
المدافعون: ماندي، مصباح، غولام، بلكالام، خوالد، بوقرة، مجاني، حليش، كادامورو
وسط الميدان: لحسن- قديورة، بن طلب يبدة، تايدر، قراوي، بودبوز، مهدي مصطفى
الهجوم: سليماني، فغولي، غيلاس، جابو، قادير، جبور. سوداني، براهيمي، محرز",0,G-8,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-1,1
dZ9iFNjhgdf7F54Q,"سيختبر في خريف العام الجاري مجمع دفاع جوي صاروخي من طراز "" تور"" مركب على منصة عائمة، وستستخدم هذه المنظومات في منطقة القطب الشمالي.
وذكر مصدر في المجمع الصناعي – الدفاعي الروسي أن المنظومة أنتجت في مصنع إيجيفسك الكهروميكانيكي التابع لشركة صناعات الدفاع الجوي الروسي ""ألماز أنتي"".
وقال المصدر إن الجهة المصممة قدمت موديلا واعدا لمنظومة "" تور"" للمدى القصير مركبة على قاعدة "" DT-30 "" وهي ناقلة مزنجرة من إنتاج مصنع ""أورال فاغون زافود"".
ومن حيث الجوهر لا يختلف هذا النموذج عن النماذج المماثلة الأخرى إلا في كونه مركبا على قاعدة طافية.
وتجدر الإشارة إلى أن "" DT-30 "" شاحنة مزنجرة ذات مستويين يمكنها أن تسير في كل الطرقات والمناطق مهما كانت وعرة ويمكنها العوم والسير في الماء بسرعة 4 كلم في الساعة ويكمن تركيب مروحة تجديف تزيد السرعة حتى 8 عقد.
وتجدر الإشارة إلى أن "" تور"" هي منظومة دفاع جوي صاروخية تكتيكية مخصصة لحماية المواقع الهامة من هجمات الصواريخ المجنحة والقنابل الجوية الانسيابية ولتدمير الطائرات والمروحيات بما في ذلك المنتجة مع استخدام تكنولوجيات ""ستلس"".
والموديل الحديث للمنظومة، "" تور-2"" يغطي المجال الجوي بنصف قطر قدره 15 كلم ويمكنه استهداف 4 أهداف في وقت واحد وتبلغ مدة رد الفعل فقط 4.8 ثوان.
المصدر: وكالات",0,G-9,NO_POLITICS,NO_HEALTH,SC-3,NO_SPORTS,2
JEUs6zplZh7ChxKl,"مصدر الصورة AFP Image caption يرأس القطري ناصر الخليفي نادي باريس سان جيرمان الفرنسي منذ 2011
قرر الاتحاد الدولي لكرة القدم (الفيفا) بدء تحقيق بشأن ناصر الخليفي، رئيس نادي باريس سان جيرمان الفرنسي، بعد التحقيقات التي بدأها النائب العام السويسري مع الخليفي والأمين العام السابق للفيفا، جيروم فالكه.
وتتعلق التحقيقات ببيع حقوق البث التلفزيوني لمباريات كأس العالم، لمجموعة شركات بين سبورت التي يديرها الخليفي، وبالأمين لعام السابق للفيفا، فالكه.
وقال الادعاء العام السويسري العام الماضي انه يحقق مع فالكه في ""قضايا جنائية عديدة من بينها سوء التسيير"".
وجاء في بيان المدعي العام الخميس أن الإجراءات مع الخليفي ""اتخذت بناء على نتائج التحقيقات"".
وقال الادعاء إنه ""يشتبه في أن فالكه تلقى امتيازات غير قانونية من رجل الأعمال في قطاع الحقوق الرياضية، تتعلق بمنح عدد من الدول حقوق بث مباريات كأس العالم 2018، و2022، و2026، ,2030، ومن ناصر الخليفي امتيازات مقابل منح عدد من الدول حقوق بث مباريات كأس العالم 2026، ,2030.
وتجري التحقيقات الجديدة مع الخليفي، حسب الادعاء العام بالتعاون مع السلطات في فرنسا واليونان وإيطاليا وإسبانيا، وفتحت في مارس/ آذار 2017.
وأضاف أن المحققين استجوبوا الخميس فالكه ومشتبها آخر في سويسرا.
وقد أوقف الفيفا فالكه لمدة 10 أعوام، ولكنه استأنف الحكم.
وقالت الاتحاد الدولي في بيان إنه: ""يدعم التحقيقات التي يجريها الادعاء العام السويسري، والتحقيقات التي تجريها سلطات دول أخرى"".
وجاء في بيان مجموعة شركات بين سبورت أن: ""مقرات المجموعة في بلدية بولوني بيونكور الفرنسية خضعت للتفتيش هذ الصباح بامر من الادعاء العام السويسري"".
وأضاف البيان أن: ""الموظفين في مقرات المجموعة تعاونوا من المحققين حتى أنهم عملية التفتيش"".
وقال المجموعة إنها ""تنفي جميع المزاعم الموجهة لها من قلب الادعاء العام، وإنها تتعاون بشكل كامل مع السلطات، وإنها واثقة من نتيجة التحقيق"".",1,G-3,PC-1,NO_HEALTH,NO_SCIENCE,SP-2,3
H880Aw7BpO1YoElv,"الشيخ الجراح يشير إلى دراسة أوضاع السوق في اجتماع أبوجا (الفرنسية-أرشيف)
أبدى وزير الطاقة الكويتي الشيخ علي الجراح الصباح عدم معارضة بلاده لقرار محتمل لمنظمة البلدان المصدرة للنفط (أوبك) لخفض إنتاجها النفطي خلال اجتماع المنظمة في أبوجا والمقرر في 14 الشهر الجاري.
ولكن الشيخ الجراح قال بعد عودته لبلاده من القاهرة التي شارك فيها باجتماع لمنظمة الدول العربية المصدرة للنفط (أوابك) إنه من السابق لأوانه تحديد الحاجة إلى تخفيض أو عدم التخفيض للإنتاج.
وقال إن وزراء أوبك سيدرسون أوضاع السوق كافة في الاجتماع المقبل لاتخاذ القرار المناسب.
وعبر عن قلقه إزاء الفائض في النفط بالأسواق العالمية مشيرا إلى اتفاقه مع نظرائه وخاصة وزير البترول السعودي علي النعيمي على وجود فائض ويجب أن يكون هناك حل لذلك.
وقال رئيس منظمة أوبك إدموند داوكورو في وقت سابق إن المعروض النفطي لايزال يفوق الطلب في الأسواق، وإن الأسعار قد تواصل ارتفاعها رغم تجاوزها مستوى ستين دولارا للبرميل.
وأضاف داوكورو أن سعر النفط يتحسن إلى حد ما، لكنه أشار إلى أن هناك فائضا كبيرا في السوق بفضل ضعف الدولار.
كما عبّر النائب الثاني لرئيس الوزراء وزير الطاقة والصناعة القطري عبد الله بن حمد العطية عن قلقه إزاء تراجع الدولار, وقال إن أوبك ستبحث ذلك خلال اجتماعها في نيجيريا الشهر الجاري.
وقال رئيس مؤسسة النفط الوطنية الليبية شكري غانم إن أسواق النفط تقترب من تحقيق التوازن بين العرض والطلب، وستخفض أوبك الإنتاج مرة أخرى في اجتماعها المقبل إذا اقتضت الضرورة.",0,G-4,NO_POLITICS,NO_HEALTH,SC-1,NO_SPORTS,4
uY08gCUlH6gnH7f3,"قام نادي باريس سان جيرمان بتحصين نجمه البرازيلي نيمار دا سيلفا بجعله سفيرا فوق العادة لأحد البنوك القطرية أحد رعاة الفريق الباريسي ليضع بذلك حدا لشائعات رحيله في الفترة المقبلة.
وكانت تقارير إعلامية تحدثت مؤخرا عن رغبة النجم البرازيلي بالرحيل عن باريس سان جيرمان والعودة إلى برشلونة الإسباني.
وحاول نيمار التحدث مع مسؤولي برشلونة من أجل العودة في الوقت الذي تسعى فيه إدارة ريال مدريد للتعاقد معه في الصيف المقبل.
وذكرت صحيفة ماركا الإسبانية أن إدارة باريس سان جيرمان حصنت لاعبها البرازيلي عن طريق جعله سفيرا لبنك قطر الوطني أحد الرعاة الرسميين للفريق.
Muito feliz com a parceria e por ter me tornado Embaixador Global de um grupo tão forte como o @QNBGroup . pic.twitter.com/HKcdyHBm4H — Neymar Jr (@neymarjr) ٩ ديسمبر ٢٠١٨
وأشارت الصحيفة إلى أن الاتفاقية تضمن جميع الحقوق التسويقية لنيمار كسفير لهذه العلامة التجارية في جميع المنصات الإعلانية ووقع الاتفاق كل من والد اللاعب ونيمار في باريس.
وأوضحت الصحيفة أن هذا الاتفاق يعزز من احتمال استمرار نيمار مع باريس سان جيرمان كما أن تأهل باريس سان جيرمان لدور الستة عشر من مسابقة دوري أبطال أوروبا سيكون خطوة مهمة في الحفاظ على نجوم الفريق.
المصدر: marca.com",1,G-3,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-2,0
R3uNgopLHQ9YuKYf,"افتتح المركز الرئيس لـ""بنك أمنية"" في الدار البيضاء بالمغرب أول مؤسسة مالية للمعاملات المصرفية الإسلامية.
وقال أحمد رحو، المدير العام لبنك القرض العقاري والسياحي، ونائب رئيس مجلس الرقابة لـ""أمنية بنك""، إن افتتاح أول مقر اجتماعي لأول مصرف تشاركي بالمغرب يجعل من ""أمنية بنك"" رائدا في الخدمات المصرفية التشاركية.
إقرأ المزيد
وأضاف رحو، في حفل تدشين المقر الرئيسي لمصرف ""أمنية بنك""، أن الخدمات المصرفية التي تقدمها المؤسسة البنكية التشاركية التابعة إلى كل من ""سياش"" وبنك قطر الدولي الإسلامي لقيت إقبالا كبيرا من طرف العملاء المغاربة، مشيرا إلى أن: "" بنك أمنية استقطب آلاف الزبائن الذين فتحوا حساباتهم المصرفية في الوكالات التابعة للمصرف، ووضعوا ودائع مصرفية تقدر بملايين الدراهم"".
ويعتبر ""بنك أمنية"" ثمرة شراكة استراتيجية بين بنك قطر الدولي الإسلامي، ومؤسسة القرض العقاري والسياحي المغربية، وقد أنشأ مصرف أمنية ثمانية فروع في أهم مدن المملكة المغربية، وبدأ في استقبال زبائنه ومراجعيه.
المصدر: وكالات
ناديجدا أنيوتينا",1,G-8,NO_POLITICS,NO_HEALTH,SC-1,NO_SPORTS,1
n6BlFEgUoYlluSPH,"توجت الروسية ماريا شارابوفا المصنفة الخامسة عالميا بلقب دورة أميليا أيلاند الأمريكية بالتنس للسيدات.
توجت الروسية ماريا شارابوفا المصنفة الخامسة عالميا بلقب دورة أميليا أيلاند الأمريكية بالتنس للسيدات.جاء ذلك بعد فوزها علي السلوفاكية دومينيكا سيبولكوفا بمجموعتين دون رد في المباراة الختامية.وحسمت شارابوفا المجموعة الأولى بصعوبة بالغة بنتيجة 7-6، بينما أنهت المجموعة الثانية بنتيجة 6- 3 . ويعد هذا الفوز التاسع عشر لشارابوفا في مسيرتها الاحترافية والثالث في هذا الموسم بعد فوزها بلقب بطولة أستراليا المفتوحة ودورة قطر.",0,G-12,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-4,4
pLsTc4Ybnm72fa2n,"فيدرر (يمين) حسم لفائدته القمة الـ28 مع غريمه نادال (الفرنسية) التحق الإسباني رافايل نادال الثاني عالميا بالصربي نوفاك ديوكوفيتش الأول عالميا في توديع دورة إنديان ويلز الأميركية الدولية للتنس، بعد هزيمته أمام السويسري روجيه فيدرر الثالث عالميا 3-6
و4-6 صباح اليوم.
وحسم فيدرر القمة الـ28 مع غريمه نادال محققا فوزه العاشر عليه حتى الآن مقابل 18 خسارة. وكانت المباراة أسهل من المتوقع، وفاز بها فيدرر في ساعة و31 دقيقة، مع العلم أن موعد انطلاق المباراة تأخر نحو ثلاث ساعات بسبب الأمطار.
ولم يتواجه نادال وفيدرر على الإطلاق في إنديان ويلز التي بلغ فيها الإسباني (25 عاما) نصف النهائي للعام السابع على التوالي وتوج بطلا لها مرتين في 2007 و2009، في حين توج فيدرر (30 عاما) بطلا ثلاث مرات أعوام 2004 و2005 و2006.
وقال نادال، الذي كان يخوض مباراته الأولى منذ خسارته نهائي ملبورن أمام ديوكوفيتش ""خسرت أمام لاعب أفضل مني، لقد لعب فيدرر بطريقة رائعة""، مضيفا ""لم أتمكن من تقديم إيقاعي في ظل هذه الظروف، لكن ذلك ليس عذرا لخسارتي"".
من جهته، أوضح فيدرر ""كانت مباراة جيدة ظهرت فيها بالمستوى المطلوب رغم الظروف الصعبة""، مؤكدا ""أنه أمر مميز دائما أن أفوز على نادال لأنه بطل كبير"".
ديوكوفيتش خسر لقبه الثاني هذا الموسم (الفرنسية)
تألق فيدرر
ويقدم السويسري، صاحب الرقم القياسي برصيد 16 لقبا في الغران سلام (البطولات الأربع الكبرى) والساعي إلى استعادة صدارة التصنيف العالمي، عروضا جيدة هذا الموسم توّجها بلقبين حتى الآن في دبي وروتردام، علما بأنه انسحب من نصف نهائي دورة الدوحة بسبب الإصابة، وخسر أمام نادال بالذات في نصف نهائي بطولة أستراليا المفتوحة.
وفي وقت سابق خسر ديوكوفيتش لقبه أمام الأميركي جون إيسنر 6-7 (7-9) و6-3 و6-7 (5-7)، ليفقد لقبه الثاني هذا الموسم بعد الأول في دورة دبي بالإمارات العربية المتحدة، علما بأنه احتفظ بلقبه في بطولة أستراليا المفتوحة، أولى البطولات الأربع الكبرى، أواخر يناير/كانون الثاني، بعد مباراة شهيرة مع نادال استمرت خمس ساعات و53 دقيقة.
وتجمع المباراة النهائية لفئة السيدات بالدورة التي تعد أولى دورات الأساتذة (ماسترز) لهذا الموسم
(1000 نقطة) والبالغة جوائزها 5.5 ملايين دولار، البيلاروسية فيكتوريا أزارينكا الأولى عالميا والروسية ماريا شارابوفا الثانية.",0,G-12,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-4,0
VhrLoAbHS5dPr9tU,"تضاربت الأنباء حول تعرض موكب رئيس حكومة الوفاق الليبية فائز السراج لإطلاق نار، مساء أمس الاثنين، فور وصوله إلى مطار معيتيقة في العاصمة طرابلس قادما من قطر.
إقرأ المزيد
وقال مصدر مسؤول في المطار إن الواقعة جرت فور وصول السراج إلى المطار، في محيط البوابة التي خرج منها موكبه، مؤكدا على عدم إصابة أي شخص، فيما شهد المطار حالة من الاستنفار الأمني الشديد.
في غضون ذلك، نفى مصدر من المكتب الإعلامي للناطق باسم المجلس الرئاسي تعرض السراج لمحاولة اغتيال، مضيفا أن إطلاق النار كان قرب المطار وليس داخله، بحسب موقع ""بوابة الوسط"" الليبية.
وكان رئيس حكومة الوفاق الليبي في زيارة إلى دولة قطر التقى خلالها الشيخ تميم بن حمد آل ثاني، يوم الأحد، في الدوحة.
وتناول اللقاء ""العلاقات الثنائية بين البلدين الشقيقين، وأبرز المستجدات الإقليمية والدولية، وخصوصا تطورات الأحداث الأخيرة والتحديات التي تواجهها دولة ليبيا الشقيقة، وجهود المجتمع الدولي في الحفاظ على وحدتها وأمنها"".
تجدر الإشارة إلى أن فائز السراج، رئيس وزراء الحكومة الليبية المعترف بها دوليا، أعلن أن ليبيا ستجري الانتخابات البرلمانية والرئاسية بحلول نهاية العام الجاري.
المصدر: RT",1,G-8,PC-2,NO_HEALTH,NO_SCIENCE,NO_SPORTS,3
NnSrphM4zE4Nw3te,"حقق السباح السوري العالمي فراس معلا المركز الأول والميدالية الذهبية في بطولة روسيا للسباحة في المياه المفتوحة لفئة الماسترز التي أقيمت على شواطئ البحر الأسود في مدينة أنابا.
وفي مكالمة حصرية مع RT قال معلا: ""الفوز في بطولة روسيا لمسافة 2.5 كيلومترا بمشاركة 147 متسابقا من جميع الفئات يعتبر إنجازا رائعا ودفعة قوية قبل مشاركتي في بطولة أوروبا (باسم روسيا) التي ستقام في سلوفينيا خلال سبتمبر المقبل، وستكون مسافة السباق فيها 3 كم و5 كم.
RT
ويعد معلا، وهو من مواليد العام 1971 أول سباح في العالم يسبح بين قارتي أوروبا وآسيا عندما سبح بين قبرص واللاذقية عام 2007 لمسافة 110 كم بزمن قدره 41 ساعة متواصلة كما سبق له عبور بحر المانش بين إنجلترا وفرنسا عام 2002 بزمن 20 ساعة.
ولدى معلا سجل حافل بالإنجازات الخارجية الأخرى أبرزها بطولة العالم للهواة في سباق كابري نابولي بإيطاليا لمسافة 35 كيلومترا عام 1990، وبطل العرب في سباق 20 كيلومترا الذي أقيم في سوريا عام 1991، والمركز الثالث مع المنتخب السوري في بطولة العالم بسويسرا عام 1992، والمركز الأول في سباق كندا العالمي لمسافة 10 كيلومترات عام 2000، والمركز الأول مع المنتخب في سباق 5 كيلومترات ضمن بطولة آسيا التي أقيمت في قطر عام 2002، والمركز الثاني للفردي في البطولة ذاتها إضافة إلى برونزية العالم للماسترز في هنغاريا.
المصدر: RT
أليكسي اسبر",0,G-9,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-3,0
oC8iwS9qx5r97OKp,"وأعلن الاتحاد المغربي للعبة عن القرار في بيان ليخوض البلد الواقع في شمال أفريقيا خامس محاولة لاستضافة النهائيات.
وتقدم المغرب من قبل لاستضافة النهائيات في سنوات 1994 و1998و2006 و2010.
وأكد الاتحاد الدولي الفيفا تسلم هذين الطلبين فقط الجمعة في نهاية المهلة الممنوحة للدول الأعضاء للتعبير عن رغباتهم بشكل رسمي لاستضافة الحدث.
وستشهد نسخة 2026 زيادة عدد الفرق المشاركة إلى 48 لأول مرة وسيكون من الصعب على دولة واحدة استيعاب المنافسات.
واحتل المغرب المركز الثاني خلف الولايات المتحدة في 1994 وخلف فرنسا في 1998 وخسر بفارق ضئيل أمام جنوب أفريقيا في 2010 وهي النسخة الوحيدة التي أقيمت في أفريقيا.
وأوضح الاتحاد المغربي في بيان وضعت الجامعة الملكية المغربية ملف ترشيحها لدى اللجان المختصة بهذا الملف بالاتحاد الدولي لكرة القدم الفيفا من أجل احتضان هذا العرس الكروي العالمي
وقال الاتحاد الافريقي للعبة، الذي يضم 54 من إجمالي 211 عضوا بالفيفا، إنه سيدعم طلب المغرب.
وذكر سونيل جولاتي رئيس الاتحاد الأمريكي للعبة كنا مستعدين دائما لفكرة دخول دول أخرى سباق الترشح لاستضافة نهائيات كأس العالم 2026
وأضاف المنافسة جيدة وبشكل عام تظهر مدى قيمة وأهمية كأس العالم
وقال الفيفا في بيان إن الطرفين اللذين قدما طلبا للاستضافة يجب أن يقدما وثائق مفصلة قبل مارس المقبل وسيقيم مجلس الفيفا الملفين.
وستتخذ الجمعية العمومية للفيفا القرار النهائي في موسكو في 13 يونيو 2018.
وكانت صحيفة بريطانية كشفت في وقت سابق فضيحة الفساد التي ضربت الفيفا بعد نشر تسجيلات صوتية تؤكد أن المغرب هو من نال شرف تنظيم كأس العالم عام 2010، وأنه حقق فارقا واضحا عن جنوب أفريقيا التي فازت بالتنظيم في نهاية المطاف.
وذكر المصدر ذاته أن المغرب خسر الرهان بسبب رشوة قدمتها جنوب أفريقيا بقيمة 10 ملايين دولار.
ويقود الاتحاد الدولي لكرة القدم، حاليا، الرئيس جياني إنفانتينو خلفا لجوزيف بلاتر، الذي كان شاهدا على فضيحة الفساد عام 2010.
وسبق لإنفانتينو أن زار المغرب أكثر من مرة، آخرها حين حضر، يوليو الماضي، إلى العاصمة الرباط للمشاركة في المناظرة الأفريقية.
وعن حظوظ المغرب في احتضان هذه التظاهرة الكروية العالمية، قال إنفانتينو المغرب مؤهل بما يملكه من بنية أساسية لاستضافة كأس العالم، ليس فقط لامتلاكه ملاعب عالية المستوى، بل أيضا لوجود الفنادق والطرق والمطارات الملائمة",0,G-6,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-1,4
3CsYCnbgYv4qD6ju,"مصدر الصورة Getty Image caption اثار فوز قطر بشرف استضافة دورة كأس العالم 2022 الكثير من اللغط
صدّق سياسيون أوروبيون على مشروع قرار يطالب الاتحاد الدولي لكرة القدم (فيفا) باعادة القرعة التي وصفوها بـ""غير الشرعية"" والتي أفضت الى فوز قطر بشرف استضافة بطولة كأس العالم لعام 2022.
وصوت المجلس البرلماني للمجلس الأوروبي على مشروع القرار المبني على تقرير أعده النائب البريطاني العمالي مايكل كونارتي.
يذكر أن قرار الفيفا منح قطر شرف استضافة الدورة قد شابته ادعاءات فساد، ولكن تقريرا أعده الاتحاد برأ ساحتها.
ويفتقر المجلس البرلماني للمجلس الأوروبي ألى الآليات القانونية التي من شأنها اجبار الفيفا على اعادة القرعة.
ويدعي كونارتي في تقريره المعنون ""اصلاح ادارة كرة القدم"" أن القرعة التي جاءت في صالح قطر كانت ""قد قوضتها المخالفات"" الى درجة انه ينبغي اعادتها باستخدام آليات أكثر انصافا وعدلا.
وقال النائب البريطاني في تقريره ""يوصي تقريري بأن الاعتراف بتلك الخروقات يجب أن يعني اعادة عملية اختيار الدولة التي ستستضيف دورة 2022.""
والمجلس البرلماني للمجلس الأوروبي منظمة دولية منفصلة عن الاتحاد الأوروبي وتشرف على المحكمة الأوروبية لحقوق الانسان.",1,G-3,PC-1,NO_HEALTH,NO_SCIENCE,SP-1,4
MoXHmcxXOYXKL7wC,"وتأتي التوقعات التونسية المتفائلة، بعدما ظل متوسط معدل النمو الاقتصادي بالبلاد في حدود 1.5 ما بين 2011 و2015.
وقال إبراهيم إن تونس مقبلة على إصلاحات اقتصادية وصفها بالجريئة، في أفق خفض نسبة البطالة بالبلاد، وفق ما نقل موقع باب نت التونسي الناطق بالفرنسية.
وأبدى إبراهيم رهان تونس على الشراكة مع ألمانيا في تحقيق أهداف المخطط الخماسي، في ظل تزايد مخاوف المستثمرين الأجانب بسبب خطر الإرهاب الذي ضرب البلاد أكثر من مرة، خلال العام الجاري.",0,G-8,NO_POLITICS,NO_HEALTH,SC-1,NO_SPORTS,4
FgOKDW9njgLdMhLG,"قيمة وحدة (دي إي أي) التابعة لـ(آر دبليو إي) قدرت بنحو تسعة مليارات دولار (الأوروبية) أجرى كيان اقتصادي مملوك للدولة القطرية محادثات أولية مع شركة المرافق الألمانية (آر دبليو إي) لشراء وحدتها للنفط والغاز (دي إي أي)، حسبما أفادت صحيفة وول ستريت جورنال الأميركية نقلا عن مصدرين.
وكانت شركة المرافق الألمانية الضخمة قد أعلنت في مارس/آذار الماضي أنها تعتزم بيع (دي إي أي) بهدف تخفيض الإنفاق الرأسمالي وتقليص الديون.
وقدرت مصادر ومحللون حينها قيمة الوحدة بما بين أربعة مليارات يورو (5.2 مليارات دولار) وسبعة مليارات يوور (9.13 مليارات دولار).
وكانت فينترشال ذراع النفط والغاز لمجموعة باسف الألمانية الشركة الوحيدة التي أبدت اهتماما بشراء (دي إي أي) حينها، وقالت (آر دبليو إي) إنها لا تتوقع بيع الوحدة هذا العام.
وذكرت الصحيفة الأميركية أنه ليس من المتوقع أن تمضي المحادثات الأولية بين قطر و(آر دبليو إي) سريعا، مشيرة إلى أن الشركة الألمانية تريد اجتذاب عدة عروض.
ولفتت وول ستريت جورنال إلى أن أحد مصدريها ذكر بأن الكيان القطري المملوك للدولة الذي أجرى المحادثات مع (آر دبليو إي) هو جهاز قطر للاستثمار، وهو صندوق الثروة السيادي.",1,G-3,NO_POLITICS,NO_HEALTH,SC-1,NO_SPORTS,4
